re_code,m_code,g_code,reservation_no,r_code,booker_name,reserved_at,check_in_date,check_out_date,original_price,discount_rate,coupon_used,final_price,cancel,cancel_date,review_status
199,79,0,R-2025-12-01-00003u15,58,user79,2025-12-01 14:50,2025-12-05,2025-12-06,168000,10,0,151200,1,2025-12-02 14:50,0
200,80,0,R-2025-12-01-00004054,68,user80,2025-12-01 15:55,2025-12-03,2025-12-05,326000,10,0,293400,0,,1
201,81,0,R-2025-12-01-00004693,70,user81,2025-12-01 17:00,2025-12-06,2025-12-09,294000,0,0,294000,0,,1
202,82,0,R-2025-12-01-00004cd2,73,user82,2025-12-01 18:05,2025-12-08,2025-12-09,141000,0,0,126900,1,2025-12-02 18:05,0
203,83,0,R-2025-12-01-00004ih1,81,user83,2025-12-01 19:10,2025-12-04,2025-12-06,212000,0,0,212000,1,2025-12-02 19:10,0
204,84,0,R-2025-12-02-00004ol0,88,user84,2025-12-02 8:20,2025-12-08,2025-12-11,291000,10,0,261900,0,,1
205,85,0,R-2025-12-02-00004uoz,95,user85,2025-12-02 9:25,2025-12-03,2025-12-04,182000,10,0,163800,0,,1
206,86,0,R-2025-12-02-000050sy,96,user86,2025-12-02 10:30,2025-12-06,2025-12-08,388000,10,0,349200,0,,1
207,87,0,R-2025-12-02-000056wx,99,user87,2025-12-02 11:35,2025-12-04,2025-12-07,306000,10,0,275400,0,,1
208,88,0,R-2025-12-02-00005d0w,108,user88,2025-12-02 12:40,2025-12-07,2025-12-08,116000,0,0,116000,0,,1
209,89,0,R-2025-12-02-00005j4v,112,user89,2025-12-02 13:45,2025-12-09,2025-12-11,334000,10,0,300600,1,2025-12-03 13:45,0
210,90,0,R-2025-12-02-00005p8u,124,user90,2025-12-02 14:50,2025-12-05,2025-12-08,273000,0,0,273000,0,,1
211,91,0,R-2025-12-02-00005vct,129,user91,2025-12-02 15:55,2025-12-08,2025-12-09,182000,10,0,163800,0,,1
212,92,0,R-2025-12-02-000061gs,135,user92,2025-12-02 17:00,2025-12-03,2025-12-05,244000,10,0,219600,0,,1
213,93,0,R-2025-12-02-000067kr,142,user93,2025-12-02 18:05,2025-12-06,2025-12-09,228000,10,0,205200,0,,1
214,94,0,R-2025-12-02-00006doq,143,user94,2025-12-02 19:10,2025-12-04,2025-12-05,88000,10,0,79200,0,,1
215,0,63,R-20251202-c3d4e5f6,305,guest63,2025-12-02 19:33,2025-12-04,2025-12-08,440000,10,0,396000,0,,0
216,0,64,R-20251203-d4e5f6g7,56,guest64,2025-12-03 2:44,2025-12-05,2025-12-09,560000,0,0,560000,0,,0
217,95,0,R-2025-12-03-00006jsp,154,user95,2025-12-03 8:20,2025-12-08,2025-12-10,304000,10,0,273600,0,,1
218,96,0,R-2025-12-03-00006pwo,157,user96,2025-12-03 9:25,2025-12-10,2025-12-13,186000,0,0,186000,0,,1
219,97,0,R-2025-12-03-00006w0n,158,user97,2025-12-03 10:30,2025-12-06,2025-12-07,74000,0,0,74000,0,,1
220,98,0,R-2025-12-03-0000724m,166,user98,2025-12-03 11:35,2025-12-09,2025-12-11,356000,10,0,320400,0,,1
221,99,0,R-2025-12-03-0000788l,167,user99,2025-12-03 12:40,2025-12-04,2025-12-07,570000,10,0,513000,0,,1
222,100,0,R-2025-12-03-00007eck,169,user100,2025-12-03 13:45,2025-12-07,2025-12-08,73000,0,0,73000,0,,1
223,101,0,R-2025-12-03-00007kgj,175,user101,2025-12-03 14:50,2025-12-05,2025-12-07,110000,10,0,99000,0,,1
224,102,0,R-2025-12-03-00007qki,176,user102,2025-12-03 15:55,2025-12-08,2025-12-11,201000,10,0,180900,0,,1
225,103,0,R-2025-12-03-00007woh,181,user103,2025-12-03 17:00,2025-12-10,2025-12-11,172300,10,0,155070,0,,1
226,104,0,R-2025-12-03-000082sg,188,user104,2025-12-03 18:05,2025-12-06,2025-12-08,420000,10,0,378000,0,,1
227,105,0,R-2025-12-03-000088wf,190,user105,2025-12-03 19:10,2025-12-09,2025-12-12,355200,0,0,355200,1,2025-12-04 19:10,0
228,106,0,R-2025-12-04-00008f0e,199,user106,2025-12-04 8:20,2025-12-05,2025-12-06,83000,10,0,74700,0,,1
229,107,0,R-2025-12-04-00008l4d,203,user107,2025-12-04 9:25,2025-12-08,2025-12-10,328000,10,0,295200,0,,1
230,108,0,R-2025-12-04-00008r8c,209,user108,2025-12-04 10:30,2025-12-06,2025-12-09,456600,10,0,410940,1,2025-12-05 10:30,0
231,109,0,R-2025-12-04-00008xcb,211,user109,2025-12-04 11:35,2025-12-09,2025-12-10,67000,10,0,60300,1,2025-12-05 11:35,0
232,110,0,R-2025-12-04-000093ga,218,user110,2025-12-04 12:40,2025-12-11,2025-12-13,263800,10,0,237420,1,2025-12-05 12:40,0
233,111,0,R-2025-12-04-000099k9,220,user111,2025-12-04 13:45,2025-12-07,2025-12-10,564000,10,0,507600,0,,1
234,112,0,R-2025-12-04-00009fo8,231,user112,2025-12-04 14:50,2025-12-10,2025-12-11,178000,10,0,160200,0,,1
235,0,65,R-20251204-e5f6g7h8,399,guest65,2025-12-04 15:55,2025-12-06,2025-12-10,1068000,10,0,961200,0,,0
236,113,0,R-2025-12-04-00009ls7,243,user113,2025-12-04 15:55,2025-12-05,2025-12-07,164000,10,0,147600,0,,1
237,114,0,R-2025-12-04-00009rw6,245,user114,2025-12-04 17:00,2025-12-08,2025-12-11,536700,0,0,536700,1,2025-12-05 17:00,0
238,115,0,R-2025-12-04-00009y05,248,user115,2025-12-04 18:05,2025-12-06,2025-12-07,160000,10,0,144000,0,,1
239,116,0,R-2025-12-04-0000a444,256,user116,2025-12-04 19:10,2025-12-09,2025-12-11,318400,10,0,286560,0,,1
240,117,0,R-2025-12-05-0000aa83,264,user117,2025-12-05 8:20,2025-12-12,2025-12-15,624000,10,0,561600,0,,1
241,118,0,R-2025-12-05-0000agc2,274,user118,2025-12-05 9:25,2025-12-08,2025-12-09,113800,10,0,102420,1,2025-12-06 9:25,0
242,0,66,R-20251205-f6g7h8i9,7,guest66,2025-12-05 10:10,2025-12-07,2025-12-11,712000,10,0,640800,1,2025-12-06 9:00,0
243,119,0,R-2025-12-05-0000amg1,276,user119,2025-12-05 10:30,2025-12-11,2025-12-13,275600,10,0,248040,0,,1
244,120,0,R-2025-12-05-0000ask0,279,user120,2025-12-05 11:35,2025-12-06,2025-12-09,531900,10,0,478710,0,,1
245,121,0,R-2025-12-05-0000aynz,287,user121,2025-12-05 12:40,2025-12-09,2025-12-10,88000,10,0,79200,0,,1
246,122,0,R-2025-12-05-0000b4ry,289,user122,2025-12-05 13:45,2025-12-07,2025-12-09,264400,10,0,237960,0,,1
247,123,0,R-2025-12-05-0000bavx,295,user123,2025-12-05 14:50,2025-12-10,2025-12-13,449700,0,0,449700,0,,1
248,124,0,R-2025-12-05-0000bgzw,301,user124,2025-12-05 15:55,2025-12-12,2025-12-13,152000,10,0,136800,1,2025-12-06 15:55,0
249,125,0,R-2025-12-05-0000bn3v,305,user125,2025-12-05 17:00,2025-12-08,2025-12-10,220000,10,0,198000,0,,1
250,126,0,R-2025-12-05-0000bt7u,314,user126,2025-12-05 18:05,2025-12-11,2025-12-14,438000,10,0,394200,0,,1
251,127,0,R-2025-12-05-0000bzbt,319,user127,2025-12-05 19:10,2025-12-06,2025-12-07,54000,10,0,48600,0,,1
252,128,0,R-2025-12-06-0000c5fs,326,user128,2025-12-06 8:20,2025-12-10,2025-12-12,360000,10,0,324000,0,,1
253,0,67,R-20251206-g7h8i9j0,210,guest67,2025-12-06 9:09,2025-12-08,2025-12-12,656800,10,0,591120,0,,0
254,129,0,R-2025-12-06-0000cbjr,333,user129,2025-12-06 9:25,2025-12-08,2025-12-11,357000,10,0,321300,1,2025-12-07 9:25,0
255,130,0,R-2025-12-06-0000chnq,334,user130,2025-12-06 10:30,2025-12-11,2025-12-12,172000,10,0,154800,0,,1
256,131,0,R-2025-12-06-0000cnrp,340,user131,2025-12-06 11:35,2025-12-13,2025-12-15,252000,10,0,226800,0,,1
257,132,0,R-2025-12-06-0000ctvo,352,user132,2025-12-06 12:40,2025-12-09,2025-12-12,567000,10,0,510300,0,,1
258,133,0,R-2025-12-06-0000czzn,360,user133,2025-12-06 13:45,2025-12-12,2025-12-13,202000,10,0,181800,0,,1
259,134,0,R-2025-12-06-0000d63m,362,user134,2025-12-06 14:50,2025-12-07,2025-12-09,290000,10,0,261000,1,2025-12-07 14:50,0
260,135,0,R-2025-12-06-0000dc7l,371,user135,2025-12-06 15:55,2025-12-10,2025-12-13,531000,10,0,477900,0,,1
261,136,0,R-2025-12-06-0000dibk,375,user136,2025-12-06 17:00,2025-12-08,2025-12-09,201000,0,0,201000,0,,1
262,137,0,R-2025-12-06-0000dofj,386,user137,2025-12-06 18:05,2025-12-11,2025-12-13,296000,10,0,266400,1,2025-12-07 18:05,0
263,138,0,R-2025-12-06-0000duji,390,user138,2025-12-06 19:10,2025-12-13,2025-12-16,549000,10,0,494100,0,,1
264,139,0,R-2025-12-07-0000e0nh,397,user139,2025-12-07 8:20,2025-12-10,2025-12-11,243000,10,0,218700,0,,1
265,1,0,R-2025-12-07-0000e6rg,402,user1,2025-12-07 9:25,2025-12-13,2025-12-15,490000,0,0,490000,0,,1
266,2,0,R-2025-12-07-0000ecvf,404,user2,2025-12-07 10:30,2025-12-08,2025-12-11,840000,10,0,756000,0,,1
267,3,0,R-2025-12-07-0000eize,410,user3,2025-12-07 11:35,2025-12-11,2025-12-12,245000,0,0,245000,1,2025-12-08 11:35,0
268,4,0,R-2025-12-07-0000ep3d,411,user4,2025-12-07 12:40,2025-12-09,2025-12-11,514000,0,0,514000,0,,1
269,5,0,R-2025-12-07-0000ev7c,415,user5,2025-12-07 13:45,2025-12-12,2025-12-15,597000,0,0,597000,0,,1
270,6,0,R-2025-12-07-0000f1bb,420,user6,2025-12-07 14:50,2025-12-14,2025-12-15,253000,10,0,227700,1,2025-12-08 14:50,0
271,7,0,R-2025-12-07-0000f7fa,12,user7,2025-12-07 15:55,2025-12-10,2025-12-12,244000,10,0,219600,0,,1
272,8,0,R-2025-12-07-0000fdj9,27,user8,2025-12-07 17:00,2025-12-13,2025-12-16,360000,0,0,360000,0,,1
273,9,0,R-2025-12-07-0000fjn8,39,user9,2025-12-07 18:05,2025-12-08,2025-12-09,156000,10,0,140400,0,,1
274,0,68,R-20251207-h8i9j0k1,33,guest68,2025-12-07 18:18,2025-12-09,2025-12-13,712000,10,0,640800,0,,0
275,10,0,R-2025-12-07-0000fpr7,47,user10,2025-12-07 19:10,2025-12-11,2025-12-13,248000,10,0,223200,0,,1
276,0,69,R-20251208-i9j0k1l2,170,guest69,2025-12-08 6:06,2025-12-10,2025-12-14,340000,0,0,340000,0,,0
277,11,0,R-2025-12-08-0000fvv6,52,user11,2025-12-08 8:20,2025-12-10,2025-12-13,294000,0,0,294000,1,2025-12-09 8:20,0
278,12,0,R-2025-12-08-0000g1z5,57,user12,2025-12-08 9:25,2025-12-13,2025-12-14,152000,10,0,136800,0,,1
279,13,0,R-2025-12-08-0000g834,58,user13,2025-12-08 10:30,2025-12-15,2025-12-17,336000,10,0,302400,0,,1
280,14,0,R-2025-12-08-0000ge73,68,user14,2025-12-08 11:35,2025-12-11,2025-12-14,489000,10,0,440100,0,,1
281,15,0,R-2025-12-08-0000gkb2,70,user15,2025-12-08 12:40,2025-12-14,2025-12-15,98000,0,0,98000,1,2025-12-09 12:40,0
282,16,0,R-2025-12-08-0000gqf1,73,user16,2025-12-08 13:45,2025-12-09,2025-12-11,282000,0,0,253800,0,,1
283,17,0,R-2025-12-08-0000gwj0,81,user17,2025-12-08 14:50,2025-12-12,2025-12-15,318000,0,0,318000,0,,1
284,18,0,R-2025-12-08-0000h2mz,88,user18,2025-12-08 15:55,2025-12-10,2025-12-11,97000,10,0,87300,0,,1
285,19,0,R-2025-12-08-0000h8qy,95,user19,2025-12-08 17:00,2025-12-13,2025-12-15,364000,10,0,327600,0,,1
286,20,0,R-2025-12-08-0000heux,96,user20,2025-12-08 18:05,2025-12-15,2025-12-18,582000,10,0,523800,0,,1
287,21,0,R-2025-12-08-0000hkyw,99,user21,2025-12-08 19:10,2025-12-11,2025-12-12,102000,10,0,91800,0,,1
288,22,0,R-2025-12-09-0000hr2v,108,user22,2025-12-09 8:20,2025-12-15,2025-12-17,232000,0,0,232000,0,,1
289,23,0,R-2025-12-09-0000hx6u,112,user23,2025-12-09 9:25,2025-12-10,2025-12-13,501000,10,0,450900,0,,1
290,24,0,R-2025-12-09-0000i3at,124,user24,2025-12-09 10:30,2025-12-13,2025-12-14,91000,0,0,91000,0,,1
291,25,0,R-2025-12-09-0000i9es,129,user25,2025-12-09 11:35,2025-12-11,2025-12-13,364000,10,0,327600,0,,1
292,26,0,R-2025-12-09-0000ifir,135,user26,2025-12-09 12:40,2025-12-14,2025-12-17,366000,10,0,329400,1,2025-12-10 12:40,0
293,27,0,R-2025-12-09-0000ilmq,142,user27,2025-12-09 13:45,2025-12-16,2025-12-17,76000,10,0,68400,0,,1
294,0,70,R-20251209-j0k1l2m3,62,guest70,2025-12-09 14:14,2025-12-11,2025-12-15,400000,10,0,360000,0,,0
295,28,0,R-2025-12-09-0000irqp,143,user28,2025-12-09 14:50,2025-12-12,2025-12-14,176000,10,0,158400,0,,1
296,29,0,R-2025-12-09-0000ixuo,154,user29,2025-12-09 15:55,2025-12-15,2025-12-18,456000,10,0,410400,0,,1
297,30,0,R-2025-12-09-0000j3yn,157,user30,2025-12-09 17:00,2025-12-15,2025-12-16,62000,0,0,62000,1,2025-12-10 17:00,0
298,31,0,R-2025-12-09-0000ja2m,158,user31,2025-12-09 18:05,2025-12-13,2025-12-15,148000,0,0,148000,0,,1
299,32,0,R-2025-12-09-0000jg6l,166,user32,2025-12-09 19:10,2025-12-11,2025-12-14,534000,10,0,480600,0,,1
300,33,0,R-2025-12-10-0000jmak,167,user33,2025-12-10 8:20,2025-12-15,2025-12-16,190000,10,0,171000,0,,1
301,34,0,R-2025-12-10-000003e8,12,user34,2025-12-10 9:20,2025-12-12,2025-12-13,122000,10,0,109800,0,,1
302,35,0,R-2025-12-10-000003e9,27,user35,2025-12-10 10:25,2025-12-17,2025-12-19,240000,0,0,240000,0,,1
303,36,0,R-2025-12-10-000003ea,39,user36,2025-12-10 11:30,2025-12-16,2025-12-19,468000,10,0,421200,0,,1
304,37,0,R-2025-12-10-000003eb,47,user37,2025-12-10 12:35,2025-12-11,2025-12-12,124000,10,0,111600,1,2025-12-11 12:35,0
305,38,0,R-2025-12-10-000003ec,52,user38,2025-12-10 13:40,2025-12-13,2025-12-15,196000,0,0,196000,0,,1
306,39,0,R-2025-12-10-000003ed,57,user39,2025-12-10 14:45,2025-12-15,2025-12-18,456000,10,0,410400,0,,1
307,40,0,R-2025-12-10-000003ee,58,user40,2025-12-10 15:50,2025-12-17,2025-12-18,168000,10,0,151200,0,,1
308,41,0,R-2025-12-10-000003ef,68,user41,2025-12-10 16:55,2025-12-12,2025-12-14,326000,10,0,293400,0,,1
309,42,0,R-2025-12-10-000003f0,70,user42,2025-12-10 18:00,2025-12-15,2025-12-18,294000,0,0,294000,0,,1
310,43,0,R-2025-12-10-000003f1,73,user43,2025-12-10 19:05,2025-12-16,2025-12-17,141000,0,0,126900,0,,1
311,44,0,R-2025-12-10-000003f2,81,user44,2025-12-10 20:10,2025-12-17,2025-12-19,212000,0,0,212000,0,,1
312,0,71,R-20251210-k1l2m3n4,95,guest71,2025-12-10 21:21,2025-12-12,2025-12-16,728000,10,0,655200,0,,0
313,0,72,R-20251211-l2m3n4o5,18,guest72,2025-12-11 7:07,2025-12-13,2025-12-17,628000,10,0,565200,0,,0
314,45,0,R-2025-12-11-000003f3,88,user45,2025-12-11 9:20,2025-12-14,2025-12-17,291000,10,0,261900,1,2025-12-12 9:20,0
315,46,0,R-2025-12-11-000003f4,95,user46,2025-12-11 10:25,2025-12-16,2025-12-17,182000,10,0,163800,0,,1
316,47,0,R-2025-12-11-000003f5,96,user47,2025-12-11 11:30,2025-12-18,2025-12-20,388000,10,0,349200,0,,1
317,48,0,R-2025-12-11-000003f6,99,user48,2025-12-11 12:35,2025-12-13,2025-12-16,306000,10,0,275400,0,,1
318,49,0,R-2025-12-11-000003f7,108,user49,2025-12-11 13:40,2025-12-19,2025-12-20,116000,0,0,116000,0,,1
319,50,0,R-2025-12-11-000003f8,112,user50,2025-12-11 14:45,2025-12-17,2025-12-19,334000,10,0,300600,0,,1
320,51,0,R-2025-12-11-000003f9,124,user51,2025-12-11 15:50,2025-12-18,2025-12-21,273000,0,0,273000,0,,1
321,52,0,R-2025-12-11-000003fa,129,user52,2025-12-11 16:55,2025-12-14,2025-12-15,182000,10,0,163800,0,,1
322,53,0,R-2025-12-11-000003fb,135,user53,2025-12-11 18:00,2025-12-19,2025-12-21,244000,10,0,219600,0,,1
323,54,0,R-2025-12-11-000003fc,142,user54,2025-12-11 19:05,2025-12-18,2025-12-21,228000,10,0,205200,0,,1
324,55,0,R-2025-12-11-000003fd,143,user55,2025-12-11 20:10,2026-02-13,2026-02-14,88000,10,0,79200,0,,1
325,56,0,R-2025-12-12-000003fe,154,user56,2025-12-12 9:20,2025-12-13,2025-12-15,304000,10,0,273600,0,,1
326,0,73,R-20251212-m3n4o5p6,240,guest73,2025-12-12 10:10,2025-12-14,2025-12-18,621600,10,0,559440,0,,0
327,57,0,R-2025-12-12-000003ff,157,user57,2025-12-12 10:25,2025-12-18,2025-12-21,186000,0,0,186000,0,,1
328,58,0,R-2025-12-12-00000400,158,user58,2025-12-12 11:30,2025-12-18,2025-12-19,74000,0,0,74000,0,,1
329,59,0,R-2025-12-12-00000401,166,user59,2025-12-12 12:35,2025-12-15,2025-12-17,356000,10,0,320400,0,,1
330,60,0,R-2025-12-12-00000402,167,user60,2025-12-12 13:40,2025-12-17,2025-12-20,570000,10,0,513000,0,,1
331,61,0,R-2025-12-12-00000403,169,user61,2025-12-12 14:45,2025-12-19,2025-12-20,73000,0,0,73000,0,,1
332,62,0,R-2025-12-12-00000404,175,user62,2025-12-12 15:50,2025-12-14,2025-12-16,110000,10,0,99000,0,,1
333,63,0,R-2025-12-12-00000405,176,user63,2025-12-12 16:55,2025-12-16,2025-12-19,201000,10,0,180900,0,,1
334,64,0,R-2025-12-12-00000406,181,user64,2025-12-12 18:00,2025-12-18,2025-12-19,172300,10,0,155070,1,2025-12-13 18:00,0
335,65,0,R-2025-12-12-00000407,188,user65,2025-12-12 19:05,2025-12-13,2025-12-15,420000,10,0,378000,1,2025-12-13 19:05,0
336,66,0,R-2025-12-12-00000408,190,user66,2025-12-12 20:10,2025-12-15,2025-12-18,355200,0,0,355200,0,,1
337,0,74,R-20251213-n4o5p6q7,12,guest74,2025-12-13 2:02,2025-12-15,2025-12-19,488000,10,0,439200,0,,0
338,67,0,R-2025-12-13-00000409,199,user67,2025-12-13 9:20,2025-12-18,2025-12-19,83000,10,0,74700,0,,1
339,68,0,R-2025-12-13-0000040a,203,user68,2025-12-13 10:25,2025-12-20,2025-12-22,328000,10,0,295200,0,,1
340,69,0,R-2025-12-13-0000040b,209,user69,2025-12-13 11:30,2025-12-15,2025-12-18,456600,10,0,410940,0,,1
341,70,0,R-2025-12-13-0000040c,211,user70,2025-12-13 12:35,2025-12-17,2025-12-18,67000,10,0,60300,0,,1
342,71,0,R-2025-12-13-0000040d,218,user71,2025-12-13 13:40,2025-12-19,2025-12-21,263800,10,0,237420,0,,1
343,72,0,R-2025-12-13-0000040e,220,user72,2025-12-13 14:45,2025-12-14,2025-12-17,564000,10,0,507600,0,,1
344,73,0,R-2025-12-13-0000040f,231,user73,2025-12-13 15:50,2025-12-16,2025-12-17,178000,10,0,160200,1,2025-12-14 15:50,0
345,74,0,R-2025-12-13-00000410,243,user74,2025-12-13 16:55,2025-12-18,2025-12-20,164000,10,0,147600,0,,1
346,75,0,R-2025-12-13-00000411,245,user75,2025-12-13 18:00,2025-12-20,2025-12-23,536700,0,0,536700,0,,1
347,76,0,R-2025-12-13-00000412,248,user76,2025-12-13 19:05,2025-12-15,2025-12-16,160000,10,0,144000,1,2025-12-14 19:05,0
348,77,0,R-2025-12-13-00000413,256,user77,2025-12-13 20:10,2025-12-17,2025-12-19,318400,10,0,286560,0,,1
349,78,0,R-2025-12-14-00000414,264,user78,2025-12-14 9:20,2025-12-20,2025-12-23,624000,10,0,561600,1,2025-12-15 9:20,0
350,79,0,R-2025-12-14-00000415,274,user79,2025-12-14 10:25,2025-12-15,2025-12-16,113800,10,0,102420,0,,1
351,80,0,R-2025-12-14-00000416,276,user80,2025-12-14 11:30,2025-12-17,2025-12-19,275600,10,0,248040,0,,1
352,81,0,R-2025-12-14-00000417,279,user81,2025-12-14 12:35,2025-12-19,2025-12-22,531900,10,0,478710,0,,1
353,82,0,R-2025-12-14-00000418,287,user82,2025-12-14 13:40,2025-12-21,2025-12-22,88000,10,0,79200,0,,1
354,83,0,R-2025-12-14-00000419,289,user83,2025-12-14 14:45,2025-12-16,2025-12-18,264400,10,0,237960,0,,1
355,84,0,R-2025-12-14-0000041a,295,user84,2025-12-14 15:50,2025-12-18,2025-12-21,449700,0,0,449700,1,2025-12-15 15:50,0
356,85,0,R-2025-12-14-0000041b,301,user85,2025-12-14 16:55,2025-12-20,2025-12-21,152000,10,0,136800,0,,1
357,86,0,R-2025-12-14-0000041c,305,user86,2025-12-14 18:00,2025-12-15,2025-12-17,220000,10,0,198000,1,2025-12-14 20:00,0
358,0,75,R-20251214-o5p6q7r8,45,guest75,2025-12-14 18:18,2025-12-16,2025-12-20,720000,10,0,64800,0,,0
359,0,86,R-20251225-z6a7b8c9,7,guest86,2025-12-25 10:10,2025-12-27,2025-12-31,712000,10,0,640800,1,2025-12-26 9:00,0
360,87,0,R-2025-12-14-0000041d,314,user87,2025-12-14 19:05,2025-12-17,2025-12-20,438000,10,0,394200,0,,1
361,88,0,R-2025-12-14-0000041e,319,user88,2025-12-14 20:10,2025-12-19,2025-12-20,54000,10,0,48600,1,2025-12-15 20:10,0
362,89,0,R-2025-12-15-0000041f,326,user89,2025-12-15 9:20,2025-12-22,2025-12-24,360000,10,0,324000,0,,1
363,90,0,R-2025-12-15-00000420,333,user90,2025-12-15 10:25,2025-12-17,2025-12-20,357000,10,0,321300,0,,1
364,91,0,R-2025-12-15-00000421,334,user91,2025-12-15 11:30,2025-12-19,2025-12-20,172000,10,0,154800,0,,1
365,92,0,R-2025-12-15-00000422,340,user92,2025-12-15 12:35,2025-12-21,2025-12-23,252000,10,0,226800,1,2025-12-16 12:35,0
366,0,76,R-20251215-p6q7r8s9,101,guest76,2025-12-15 13:13,2025-12-17,2025-12-21,544000,0,0,544000,0,,0
367,93,0,R-2025-12-15-00000423,352,user93,2025-12-15 13:40,2025-12-16,2025-12-19,567000,10,0,510300,0,,1
368,94,0,R-2025-12-15-00000424,360,user94,2025-12-15 14:45,2025-12-18,2025-12-19,202000,10,0,181800,1,2025-12-16 14:45,0
369,95,0,R-2025-12-15-00000425,362,user95,2025-12-15 15:50,2025-12-20,2025-12-22,290000,10,0,261000,0,,1
370,96,0,R-2025-12-15-00000426,371,user96,2025-12-15 16:55,2025-12-22,2025-12-25,531000,10,0,477900,0,,1
371,97,0,R-2025-12-15-00000427,375,user97,2025-12-15 18:00,2025-12-17,2025-12-18,201000,0,0,201000,0,,1
372,98,0,R-2025-12-15-00000428,386,user98,2025-12-15 19:05,2025-12-19,2025-12-21,296000,10,0,266400,0,,1
373,99,0,R-2025-12-15-00000429,390,user99,2025-12-15 20:10,2025-12-21,2025-12-24,549000,10,0,494100,0,,1
374,0,77,R-20251216-q7r8s9t0,9,guest77,2025-12-16 9:09,2025-12-18,2025-12-22,808000,10,0,727200,1,2025-12-17 11:00,0
375,100,0,R-2025-12-16-0000042a,397,user100,2025-12-16 9:20,2025-12-17,2025-12-18,243000,10,0,218700,1,2025-12-17 9:20,0
376,101,0,R-2025-12-16-0000042b,402,user101,2025-12-16 10:25,2025-12-19,2025-12-21,490000,0,0,490000,0,,1
377,102,0,R-2025-12-16-0000042c,404,user102,2025-12-16 11:30,2025-12-21,2025-12-24,840000,10,0,756000,0,,1
378,103,0,R-2025-12-16-0000042d,410,user103,2025-12-16 12:35,2025-12-23,2025-12-24,245000,0,0,245000,0,,1
379,104,0,R-2025-12-16-0000042e,411,user104,2025-12-16 13:40,2025-12-18,2025-12-20,514000,0,0,514000,0,,1
380,105,0,R-2025-12-16-0000042f,415,user105,2025-12-16 14:45,2025-12-20,2025-12-23,597000,0,0,597000,1,2025-12-17 14:45,0
381,106,0,R-2025-12-16-00000430,420,user106,2025-12-16 15:50,2025-12-22,2025-12-23,253000,10,0,227700,1,2025-12-17 15:50,0
382,107,0,R-2025-12-16-00000431,12,user107,2025-12-16 16:55,2026-01-04,2026-01-06,244000,10,0,219600,0,,1
383,108,0,R-2025-12-16-00000432,27,user108,2025-12-16 18:00,2025-12-19,2025-12-22,360000,0,0,360000,0,,1
384,109,0,R-2025-12-16-00000433,39,user109,2025-12-16 19:05,2025-12-21,2025-12-22,156000,10,0,140400,0,,1
385,110,0,R-2025-12-16-00000434,47,user110,2025-12-16 20:10,2025-12-23,2025-12-25,248000,10,0,223200,0,,1
386,111,0,R-2025-12-17-00000435,52,user111,2025-12-17 9:20,2025-12-19,2025-12-22,294000,0,0,294000,0,,1
387,112,0,R-2025-12-17-00000436,57,user112,2025-12-17 10:25,2025-12-21,2025-12-22,152000,10,0,136800,0,,1
388,113,0,R-2025-12-17-00000437,58,user113,2025-12-17 11:30,2025-12-23,2025-12-25,336000,10,0,302400,0,,1
389,114,0,R-2025-12-17-00000438,68,user114,2025-12-17 12:35,2025-12-18,2025-12-21,489000,10,0,440100,0,,1
390,115,0,R-2025-12-17-00000439,70,user115,2025-12-17 13:40,2025-12-20,2025-12-21,98000,10,0,98000,0,,1
391,116,0,R-2025-12-17-0000043a,73,user116,2025-12-17 14:45,2025-12-22,2025-12-24,282000,0,0,253800,0,,1
392,117,0,R-2025-12-17-0000043b,81,user117,2025-12-17 15:50,2025-12-24,2025-12-27,318000,0,0,318000,1,2025-12-18 15:50,0
393,118,0,R-2025-12-17-0000043c,88,user118,2025-12-17 16:55,2025-12-19,2025-12-20,97000,10,0,87300,0,,1
394,119,0,R-2025-12-17-0000043d,95,user119,2025-12-17 18:00,2025-12-21,2025-12-23,364000,10,0,327600,1,2025-12-18 18:00,0
395,120,0,R-2025-12-17-0000043e,96,user120,2025-12-17 19:05,2025-12-23,2025-12-26,582000,10,0,523800,0,,1
396,121,0,R-2025-12-17-0000043f,99,user121,2025-12-17 20:10,2025-12-18,2025-12-19,102000,10,0,91800,0,,1
397,0,78,R-20251217-r8s9t0u1,67,guest78,2025-12-17 23:23,2025-12-19,2025-12-23,604000,10,0,543600,0,,0
398,0,79,R-20251218-s9t0u1v2,78,guest79,2025-12-18 4:04,2025-12-20,2025-12-24,748000,10,0,673200,0,,0
399,122,0,R-2025-12-18-00000440,108,user122,2025-12-18 9:20,2025-12-21,2025-12-23,232000,0,0,232000,0,,1
400,123,0,R-2025-12-18-00000441,112,user123,2025-12-18 10:25,2025-12-23,2025-12-26,501000,10,0,450900,0,,1
401,124,0,R-2025-12-18-00000442,124,user124,2025-12-18 11:30,2025-12-25,2025-12-26,91000,0,0,91000,0,,1
402,125,0,R-2025-12-18-00000443,129,user125,2025-12-18 12:35,2025-12-20,2025-12-22,364000,10,0,327600,0,,1
403,126,0,R-2025-12-18-00000444,135,user126,2025-12-18 13:40,2025-12-22,2025-12-25,366000,10,0,329400,0,,1
404,127,0,R-2025-12-18-00000445,142,user127,2025-12-18 14:45,2025-12-24,2025-12-25,76000,10,0,68400,0,,1
